comp_no,version_id,description,interpretation,table_id,modification,data_type_code,data_structure,last_change,section
334,81,Conditions,Bedingungen,0,O,TX,TX,3/29/13,
334,91,Parameter Class,,294,O,CWE,CWE,11/2/14,
335,3,calibration parameters,,0,O,CM,CM_CCP,9/7/96,
335,4,calibration parameters,,0,O,CCP,CCP,4/14/99,
335,6,Collection Method Modifier Code,,0,O,CWE,CWE,9/1/03,
335,7,Sort-by Field,,0,O,ST,ST,10/28/07,
335,9,Parameter Value,,0,O,ST,ST,3/18/14,
335,61,Collection Method Modifier Code,,0,O,CWE,CWE,5/10/07,
335,81,Repeat Pattern,,335,O,CWE,CWE,3/29/13,
335,91,Parameter Value,,0,O,ST,ST,11/2/14,
336,3,sampling frequency,,0,O,NM,NM,9/7/96,
336,4,sampling frequency,,0,O,NM,NM,4/14/99,
336,5,sampling frequency,,0,O,NM,NM,7/8/00,
336,6,Specimen Role,,369,O,CWE,CWE,9/1/03,
336,7,Sequencing,,397,O,ID,ID,10/26/07,
336,9,Sequence ID,Sequenzummer,0,O,SI,SI,3/18/14,
336,61,Specimen Role,,369,O,CWE,CWE,5/10/07,
336,81,Explicit Time Interval,,0,O,ST,ST,3/29/13,
336,91,Sequence ID,Sequenzummer,0,O,SI,SI,11/2/14,
337,3,minimum/maximum data values,,0,O,CM,CM_MDV,9/7/96,
337,4,minimum/maximum data values,,0,O,NR,NR,4/14/99,
337,5,minimum data value,,0,O,NM,NM,7/8/00,
337,6,Sort-by Field,,0,O,ST,ST,9/1/03,
337,7,String Data,,0,O,ST,ST,10/28/07,
337,9,Comparator,Vergleichsoperator,0,O,ST,ST,3/18/14,
337,61,Sort-by Field,,0,O,ST,ST,5/10/07,
337,81,Room Type,Zimmertyp / Kostenanteil,145,O,CWE,CWE,3/29/13,
337,91,Comparator,Vergleichsoperator,0,O,ST,ST,11/2/14,
338,3,room type,Zimmertyp / Kostenanteil,0,O,IS,IS,9/10/96,
338,4,room type,Zimmertyp / Kostenanteil,145,O,IS,IS,4/14/99,
338,5,room type,Zimmertyp / Kostenanteil,145,O,IS,IS,7/8/00,
338,6,Sequencing,,397,O,ID,ID,9/1/03,
338,7,Time,Uhrzeit,0,O,TM,TM,10/28/07,
338,9,Num1,Wert 1,0,O,NM,NM,3/18/14,
338,61,Sequencing,,397,O,ID,ID,5/10/07,
338,81,Amount Type,Mengentyp,146,O,CWE,CWE,3/29/13,
338,91,Num1,Wert 1,0,O,NM,NM,11/2/14,
339,3,Channel Name,,0,O,ST,ST,7/20/97,2-12
339,4,Channel Name,,0,O,ST,ST,4/14/99,2-12
339,5,Channel Name,,0,O,ST,ST,7/8/00,7.13.1.3
339,6,String Data,,0,O,ST,ST,9/1/03,
339,7,Quantity,Menge,0,O,CQ,CQ,10/28/07,
339,9,Separator/Suffix,Trennzeichen/Zusatz,0,O,ST,ST,3/18/14,
339,61,String Data,,0,O,ST,ST,5/10/07,
339,81,Coverage Amount,Kostenanteil,0,O,-,-,10/15/14,
339,91,Separator/Suffix,Trennzeichen/Zusatz,0,O,ST,ST,11/2/14,
340,3,data subtype,MIME-Subtyp,291,O,ID,ID,7/20/97,2-20
340,4,data subtype,MIME-Subtyp,291,O,ID,ID,4/14/99,2-20
340,5,data subtype,MIME-Subtyp,291,O,ID,ID,7/8/00,2-20
340,6,Time,Uhrzeit,0,O,TM,TM,9/1/03,
340,7,Interval,Intervall,0,O,RI,RI,10/28/07,
340,9,Num2,Wert 2,0,O,NM,NM,3/18/14,
340,61,Time,Uhrzeit,0,O,TM,TM,5/10/07,
340,81,Money or Percentage,,0,O,MOP,MOP,3/29/13,
340,91,Num2,Wert 2,0,O,NM,NM,11/2/14,
341,3,universal ID,"Identifikator, universelle Form",0,O,ST,ST,7/20/97,2-22
341,4,universal ID,"Identifikator, universelle Form",0,O,ST,ST,4/14/99,2-22
341,5,universal ID,"Identifikator, universelle Form",0,O,ST,ST,7/8/00,2-22
341,6,Quantity,Menge,0,O,CQ,CQ,9/1/03,
341,7,Duration,Dauer,0,O,ST,ST,10/28/07,
341,9,String of telephone number digits,,0,O,SNM,SNM,3/18/14,
341,61,Quantity,Menge,0,O,CQ,CQ,5/10/07,
341,81,Pointer,Verweis auf die Daten,0,O,ST,ST,3/29/13,
341,91,String of telephone number digits,,0,O,SNM,SNM,11/2/14,
342,3,namespace ID,Identifikator,300,O,IS,IS,7/20/97,2-22
342,4,namespace ID,Identifikator,363,O,IS,IS,4/14/99,2-22
342,5,namespace ID,Identifikator,363,O,IS,IS,7/8/00,2-22
342,6,Interval,Intervall,0,O,RI,RI,9/1/03,
342,7,Start Date/Time,Startzeitpunkt,0,O,DTM,DTM,10/28/07,
342,9,Specialty Name,,0,O,ST,ST,3/18/14,
342,61,Interval,Intervall,0,O,RI,RI,5/10/07,
342,81,Application ID,Datenquelle,0,O,HD,HD,3/29/13,
342,91,Specialty Name,,0,O,ST,ST,11/2/14,
343,3,universal ID type,Typ der Universal ID,301,O,ID,ID,7/20/97,
343,4,universal ID type,Typ der Universal ID,301,O,ID,ID,4/14/99,
343,5,universal ID type,Typ der Universal ID,301,O,ID,ID,7/8/00,
343,6,Duration,Dauer,0,O,ST,ST,9/1/03,
343,7,End Date/Time,Endzeitpunkt,0,O,DTM,DTM,10/28/07,
343,9,Governing Board,,0,O,ST,ST,3/18/14,
343,61,Duration,Dauer,0,O,ST,ST,5/10/07,
343,81,Type of Data,MIME-Medientyp,834,O,ID,ID,3/29/13,
343,91,Governing Board,,0,O,ST,ST,11/2/14,
344,3,Financial Class,,64,O,IS,IS,7/20/97,2-23
344,4,Financial Class,,64,O,IS,IS,4/14/99,2-23
344,5,Financial Class,,64,O,IS,IS,7/8/00,2-23
344,6,Start Date/Time,Startzeitpunkt,0,O,TS,TS,9/1/03,
344,7,Priority,Priorität,0,O,ST,ST,10/28/07,
344,9,Eligible or Certified,,337,O,ID,ID,3/18/14,
344,61,Start Date/Time,Startzeitpunkt,0,O,TS,TS,5/10/07,
344,81,Subtype,MIME-Subtyp,291,O,ID,ID,3/29/13,
344,91,Eligible or Certified,,337,O,ID,ID,11/2/14,
345,3,Effective Date,Gültigkeitsbeginn,0,O,TS,TS,7/20/97,2-23
345,4,Effective Date,Gültigkeitsbeginn,0,O,TS,TS,4/14/99,2-23
345,5,Effective Date (TS),Gültigkeitsbeginn,0,O,TS,TS,7/8/00,2-23
345,6,End Date/Time,Endzeitpunkt,0,O,TS,TS,9/1/03,
345,7,Condition,Bedingung,0,O,ST,ST,10/28/07,
345,9,Date of Certification,,0,O,DT,DT,3/18/14,
345,61,End Date/Time,Endzeitpunkt,0,O,TS,TS,5/10/07,
345,81,Repeat Pattern Code,,335,O,CWE,CWE,3/29/13,
345,91,Date of Certification,,0,O,DT,DT,11/2/14,
346,3,subtype,MIME-Subtyp,291,O,ID,ID,7/20/97,2-34
346,4,subtype,MIME-Subtyp,291,O,ID,ID,4/14/99,2-34
346,5,subtype,MIME-Subtyp,291,O,ID,ID,7/8/00,2-34
346,6,Priority,Priorität,0,O,ST,ST,9/1/03,
346,7,Text,Beschreibungstext,0,O,TX,TX,10/28/07,
346,9,Sort-by Field,,0,O,ST,ST,3/18/14,
346,61,Priority,Priorität,0,O,ST,ST,5/10/07,
346,81,Calendar Alignment,,527,O,ID,ID,3/29/13,
346,91,Sort-by Field,,0,O,ST,ST,11/2/14,
347,3,[(999)] 999-9999 [X99999][C any text],"Telefonnummer, formatiert",0,O,TN,TN,7/20/97,2-46
347,4,[(999)] 999-9999 [X99999][C any text],"Telefonnummer, formatiert",0,O,TN,TN,4/14/99,2-46
347,5,[(999)] 999-9999 [X99999][C any text],nicht mehr verwenden,0,O,TN,TN,7/8/00,2-46
347,6,Condition,Bedingung,0,O,ST,ST,9/1/03,
347,7,Conjunction,,472,O,ID,ID,10/26/07,
347,9,Sequencing,,397,O,ID,ID,3/18/14,
347,61,Condition,Bedingung,0,O,ST,ST,5/10/07,
347,81,Phase Range Begin Value,,0,O,NM,NM,3/29/13,
347,91,Sequencing,,397,O,ID,ID,11/2/14,
348,3,telecommunication use code,Verwendungszweck,201,O,ID,ID,7/20/97,2-46
348,4,telecommunication use code,Verwendungszweck,201,O,ID,ID,4/14/99,2-46
348,5,telecommunication use code,Verwendungszweck,201,O,ID,ID,7/8/00,2-46
348,6,Text,Beschreibungstext,0,O,TX,TX,9/1/03,
348,7,Order Sequencing,,0,O,OSD,OSD,10/28/07,
348,9,String Data,,0,O,ST,ST,3/18/14,
348,61,Text,Beschreibungstext,0,O,TX,TX,5/10/07,
348,81,Phase Range End Value,,0,O,NM,NM,3/29/13,
348,91,String Data,,0,O,ST,ST,11/2/14,
349,3,telecommunication equipment type (ID),Telekommunikationsmethode,202,O,ID,ID,7/20/97,2-46
349,4,telecommunication equipment type (ID),Telekommunikationsmethode,202,O,ID,ID,4/14/99,2-46
349,5,telecommunication equipment type (ID),Telekommunikationsmethode,202,O,ID,ID,7/8/00,2-46
349,6,Conjunction,,472,O,ID,ID,9/1/03,
349,7,Occurrence Duration,,0,O,CWE,CWE,10/28/07,
349,9,Time,Uhrzeit,0,O,TM,TM,3/18/14,
349,61,Conjunction,,472,O,ID,ID,5/10/07,
349,81,Period Quantity,,0,O,NM,NM,3/29/13,
349,91,Time,Uhrzeit,0,O,TM,TM,11/2/14,
350,3,Email address,,0,O,ST,ST,7/20/97,2-47
350,4,Email address,,0,O,ST,ST,4/14/99,2-47
350,5,Email address,,0,O,ST,ST,7/8/00,2-47
350,6,Order Sequencing,,0,O,OSD,OSD,9/1/03,
350,7,Total Occurrences,,0,O,NM,NM,10/28/07,
350,9,Text Data,Text,0,O,TX,TX,3/18/14,
350,61,Order Sequencing,,0,O,OSD,OSD,5/10/07,
350,81,Period Units,,0,O,CWE,CWE,3/29/13,
350,91,Text Data,Text,0,O,TX,TX,11/2/14,
351,3,Area/city code,Ortsvorwahl,0,O,NM,NM,7/20/97,2-47
351,4,Area/city code,Ortsvorwahl,0,O,NM,NM,4/14/99,2-47
351,5,Area/city code,Ortsvorwahl,0,O,NM,NM,7/8/00,2-47
351,6,Occurrence Duration,,0,O,CE,CE,9/1/03,
351,7,Time,Zeitpunkt,0,O,-,-,10/28/07,
351,9,Value Code,nicht verwendet,153,O,CWE,CWE,3/18/14,
351,61,Occurrence Duration,,0,O,CE,CE,5/10/07,
351,81,Institution Specified Time,,136,O,ID,ID,3/29/13,
351,91,Value Code,nicht verwendet,153,O,CWE,CWE,11/2/14,
352,3,Country Code,internationale Landesvorwahl,0,O,NM,NM,7/20/97,2-47
352,4,Country Code,internationale Landesvorwahl,0,O,NM,NM,4/14/99,2-47
352,5,Country Code,internationale Landesvorwahl,0,O,NM,NM,7/8/00,2-47
352,6,Total Occurrences,,0,O,NM,NM,9/1/03,
352,7,Degree of Precision,,0,O,-,-,10/28/07,
352,9,Value Amount,nicht verwendet,0,O,MO,MO,3/18/14,
352,61,Total Occurrences,,0,O,NM,NM,5/10/07,
352,81,Event,Ereignis,528,O,ID,ID,3/29/13,
352,91,Value Amount,nicht verwendet,0,O,MO,MO,11/2/14,
353,3,Phone number,Anschlußnummer (inkl. Durchwahl),0,O,NM,NM,7/20/97,2-47
353,4,Phone number,Anschlußnummer (inkl. Durchwahl),0,O,NM,NM,4/14/99,2-47
353,5,Phone number,Anschlußnummer (inkl. Durchwahl),0,O,NM,NM,7/8/00,2-47
353,6,Time,Zeitpunkt,0,O,DTM,DTM,9/1/03,
353,7,Text Data,Text,0,O,TX,TX,10/28/07,
353,9,Non-Monetary Value Amount / Quantity,,0,O,NM,NM,3/18/14,
353,61,Time,Zeitpunkt,0,O,DTM,DTM,5/10/07,
353,81,Event Offset Quantity,,0,O,NM,NM,3/29/13,
353,91,Non-Monetary Value Amount / Quantity,,0,O,NM,NM,11/2/14,
354,3,Extension,Durchwahl,0,O,NM,NM,7/20/97,2-47
354,4,Extension,Durchwahl,0,O,NM,NM,4/14/99,2-47
354,5,Extension,Durchwahl,0,O,NM,NM,7/8/00,2-47
354,6,Degree of Precision,,529,O,ID,ID,9/1/03,
354,7,Value Code,nicht verwendet,153,O,CNE,CNE,10/26/07,
354,9,Non-Monetary Value Amount / Units,,0,O,CWE,CWE,3/18/14,
354,61,Degree of Precision,,529,O,ID,ID,5/10/07,
354,81,Event Offset Units,,0,O,CWE,CWE,3/29/13,
354,91,Non-Monetary Value Amount / Units,,0,O,CWE,CWE,11/2/14,
355,3,any text,beliebiger Text,0,O,ST,ST,7/20/97,2-47
355,4,any text,beliebiger Text,0,O,ST,ST,4/14/99,2-47
355,5,any text,beliebiger Text,0,O,ST,ST,7/8/00,2-47
355,6,Text Data,Text,0,O,TX,TX,9/1/03,
355,7,Value Amount,nicht verwendet,0,O,MO,MO,10/28/07,
355,9,Start Day Range,erster Tag,267,O,ID,ID,3/18/14,
355,61,Text Data,Text,0,O,TX,TX,5/10/07,
355,81,General Timing Specification,generische  Zeitangabe,0,O,GTS,GTS,3/29/13,
355,91,Start Day Range,erster Tag,267,O,ID,ID,11/2/14,
356,3,Name Representation code,Namensdarstellung,4000,O,ID,ID,5/22/98,2-45
356,4,Name Representation code,Namensdarstellung,4000,O,ID,ID,4/14/99,2-45
356,5,Name Representation code,Namensdarstellung,465,O,ID,ID,7/8/00,2-45
356,6,Value Code,nicht verwendet,153,O,CNE,CNE,9/1/03,
356,7,Start Day Range,erster Tag,267,O,ID,ID,10/26/07,
356,9,End Day Range,letzter Tag,267,O,ID,ID,3/18/14,
356,61,Value Code,nicht verwendet,153,O,CNE,CNE,5/10/07,
356,81,Street or Mailing Address,Strasse inkl. Hausnummer,0,O,ST,ST,3/29/13,
356,91,End Day Range,letzter Tag,267,O,ID,ID,11/2/14,
357,3,Channel Number,,0,O,NM,NM,4/5/99,
357,4,Channel Number,,0,O,NM,NM,4/14/99,
357,5,Channel Number,,0,O,NM,NM,7/8/00,7.13.1.3
357,6,Value Amount,nicht verwendet,0,O,MO,MO,9/1/03,
357,7,End Day Range,letzter Tag,267,O,ID,ID,10/26/07,
357,9,Start Hour Range,Beginn,0,O,TM,TM,3/18/14,
357,61,Value Amount,nicht verwendet,0,O,MO,MO,5/10/07,
357,81,Street Name,Strassenname,0,O,ST,ST,3/29/13,
357,91,Start Hour Range,Beginn,0,O,TM,TM,11/2/14,
358,4,coding system version ID,Version des Kodiersystems,0,O,ST,ST,4/14/99,
358,5,coding system version ID,Version des Kodiersystems,0,O,ST,ST,7/8/00,
358,6,Start Day Range,erster Tag,267,O,ID,ID,9/1/03,
358,7,Start Hour Range,Beginn,0,O,TM,TM,10/28/07,
358,9,End Hour Range,Ende,0,O,TM,TM,3/18/14,
358,61,Start Day Range,erster Tag,267,O,ID,ID,5/10/07,
358,81,Dwelling Number,Hausnummer,0,O,ST,ST,3/29/13,
358,91,End Hour Range,Ende,0,O,TM,TM,11/2/14,
359,4,alternate coding system version ID,Version des alternativen Kodiersystems,0,O,ST,ST,4/14/99,
359,5,alternate coding system version ID,Version des alternativen Kodiersystems,0,O,ST,ST,7/8/00,
359,6,End Day Range,letzter Tag,267,O,ID,ID,9/1/03,
359,7,End Hour Range,Ende,0,O,TM,TM,10/28/07,
359,9,Version ID,Identifikator,104,O,ID,ID,3/18/14,
359,61,End Day Range,letzter Tag,267,O,ID,ID,5/10/07,
359,81,Parameter Class,,294,O,CWE,CWE,3/29/13,
359,91,Version ID,Identifikator,104,O,ID,ID,11/2/14,
360,4,original text,Originaltext,0,O,ST,ST,4/14/99,
360,5,original text,Originaltext,0,O,ST,ST,7/8/00,
360,6,Start Hour Range,Beginn,0,O,TM,TM,9/1/03,
360,7,Version ID,Identifikator,104,O,ID,ID,10/26/07,
360,9,Internationalization Code,Länderkennzeichen,399,O,CWE,CWE,3/18/14,
360,61,Start Hour Range,Beginn,0,O,TM,TM,5/10/07,
360,81,Parameter Value,,0,O,ST,ST,3/29/13,
360,91,Internationalization Code,Länderkennzeichen,399,O,CWE,CWE,11/2/14,
361,4,last name prefix,Vorsatzwort des eigenen Nachnamens,0,O,ST,ST,4/14/99,
361,5,last name prefix,,0,O,ST,ST,7/8/00,
361,6,End Hour Range,Ende,0,O,TM,TM,9/1/03,
361,7,Internationalization Code,Länderkennzeichen,399,O,CWE,CWE,10/26/07,
361,9,International Version ID,lokale Versionskennung,0,O,CWE,CWE,3/18/14,
361,61,End Hour Range,Ende,0,O,TM,TM,5/10/07,
361,81,Sequence ID,Sequenzummer,0,O,SI,SI,10/15/14,
361,91,International Version ID,lokale Versionskennung,0,O,CWE,CWE,11/2/14,
362,4,version ID,Identifikator,104,O,ID,ID,4/14/99,
362,5,version ID,Identifikator,104,O,ID,ID,7/8/00,
362,6,Version ID,Identifikator,104,O,ID,ID,9/1/03,
362,7,International Version ID,lokale Versionskennung,0,O,CWE,CWE,10/28/07,
362,9,First Data Code Value,Suchbegriff: Objektbereich,0,O,ST,ST,3/18/14,
362,61,Version ID,Identifikator,104,O,ID,ID,5/10/07,
362,81,Comparator,Vergleichsoperator,0,O,ST,ST,3/29/13,
362,91,First Data Code Value,Suchbegriff: Objektbereich,0,O,ST,ST,11/2/14,
363,4,internationalization code,Länderkennzeichen,0,O,CE,CE,4/14/99,
363,5,internationalization code,Länderkennzeichen,399,O,CE,CE,7/8/00,
363,6,Internationalization Code,Länderkennzeichen,399,O,CE,CE,9/1/03,
363,7,First Data Code Value,Suchbegriff: Objektbereich,0,O,ST,ST,10/28/07,
363,9,Last Data Code Value,Suchbegriff: Objektbereich,0,O,ST,ST,3/18/14,
363,61,Internationalization Code,Länderkennzeichen,399,O,CE,CE,5/10/07,
363,81,Num1,Wert 1,0,O,NM,NM,3/29/13,
363,91,Last Data Code Value,Suchbegriff: Objektbereich,0,O,ST,ST,11/2/14,
364,4,international version ID,lokale Versionskennung,0,O,CE,CE,4/14/99,
364,5,international version ID,lokale Versionskennung,0,O,CE,CE,7/8/00,
364,6,International Version ID,lokale Versionskennung,0,O,CE,CE,9/1/03,
364,7,Last Data Code Value,Suchbegriff: Objektbereich,0,O,ST,ST,10/28/07,
364,9,Channel Number,,0,O,NM,NM,3/18/14,
364,61,International Version ID,lokale Versionskennung,0,O,CE,CE,5/10/07,
364,81,Separator/Suffix,Trennzeichen/Zusatz,0,O,ST,ST,3/29/13,
364,91,Channel Number,,0,O,NM,NM,11/2/14,
365,4,address representation code,Darstellung Adresse,4000,O,ID,ID,4/14/99,
365,5,address representation code,Darstellung Adresse,465,O,ID,ID,7/8/00,
365,6,First Data Code Value,Suchbegriff: Objektbereich,0,O,ST,ST,9/1/03,
365,7,Channel Number,,0,O,NM,NM,10/28/07,
365,9,Channel Name,,0,O,ST,ST,3/18/14,
365,61,First Data Code Value,Suchbegriff: Objektbereich,0,O,ST,ST,5/10/07,
365,81,Num2,Wert 2,0,O,NM,NM,3/29/13,
365,91,Channel Name,,0,O,ST,ST,11/2/14,
366,4,message structure,Nachrichtenstruktur,354,O,ID,ID,4/14/99,
366,5,message structure,Nachrichtenstruktur,354,O,ID,ID,7/8/00,
366,6,Last Data Code Value,Suchbegriff: Objektbereich,0,O,ST,ST,9/1/03,
366,7,Channel Name,,0,O,ST,ST,10/28/07,
366,9,Source One Name,Quelle 1,0,O,ST,ST,3/18/14,
366,61,Last Data Code Value,Suchbegriff: Objektbereich,0,O,ST,ST,5/10/07,
366,81,String of telephone number digits,,0,O,SNM,SNM,10/15/14,
366,91,Source One Name,Quelle 1,0,O,ST,ST,11/2/14,
367,4,???????????,,0,O,TX,TX,4/14/99,
367,5,???????????,,0,O,TX,TX,7/8/00,
367,6,Channel Number,,0,O,NM,NM,9/1/03,
367,7,Source One Name,Quelle 1,0,O,ST,ST,10/28/07,
367,9,Source Two Name,Quelle 2,0,O,ST,ST,3/18/14,
367,61,Channel Number,,0,O,NM,NM,5/10/07,
367,81,Specialty Name,,0,O,ST,ST,3/29/13,
367,91,Source Two Name,Quelle 2,0,O,ST,ST,11/2/14,
368,4,family+last name,Familienname,0,O,FN,FN,4/14/99,2.8.30
368,6,Channel Name,,0,O,ST,ST,9/1/03,
368,7,Source Two Name,Quelle 2,0,O,ST,ST,10/28/07,
368,9,Street Address,Strasse,0,O,SAD,SAD,3/18/14,
368,61,Channel Name,,0,O,ST,ST,5/10/07,
368,81,Governing Board,,0,O,ST,ST,3/29/13,
368,91,Street Address,Strasse,0,O,SAD,SAD,11/2/14,
369,5,waveform source,,0,O,WVS,WVS,7/8/00,7.13.1.3
369,6,Source One Name,Quelle 1,0,O,ST,ST,9/1/03,
369,7,Street Address,Strasse,0,O,SAD,SAD,10/28/07,
369,9,Other Designation,sonst. Adresse,0,O,ST,ST,3/18/14,
369,61,Source One Name,Quelle 1,0,O,ST,ST,5/10/07,
369,81,Eligible or Certified,,337,O,ID,ID,3/29/13,
369,91,Other Designation,sonst. Adresse,0,O,ST,ST,11/2/14,
370,4,source name 1,Quelle 1,0,O,ST,ST,12/30/01,7.13.1.3
370,5,source name 1,Quelle 1,0,O,ST,ST,7/8/00,7.13.1.3
370,6,Source Two Name,Quelle 2,0,O,ST,ST,9/1/03,
370,7,Other Designation,sonst. Adresse,0,O,ST,ST,10/28/07,
370,9,City,Ort,0,O,ST,ST,3/18/14,
370,61,Source Two Name,Quelle 2,0,O,ST,ST,5/10/07,
370,81,Date of Certification,,0,O,DT,DT,3/29/13,
370,91,City,Ort,0,O,ST,ST,11/2/14,
371,4,source name 2,Quelle 2,0,O,ST,ST,12/30/01,7.13.1.3
371,5,source name 2,Quelle 2,0,O,ST,ST,7/8/00,7.13.1.3
371,6,Street Address,Strasse,0,O,SAD,SAD,9/1/03,
371,7,City,Ort,0,O,ST,ST,10/28/07,
371,9,State or Province,Bundesland,0,O,ST,ST,3/18/14,
371,61,Street Address,Strasse,0,O,SAD,SAD,5/10/07,
371,81,Sort-by Field,,0,O,ST,ST,3/29/13,
371,91,State or Province,Bundesland,0,O,ST,ST,11/2/14,
372,4,channel calibration sensitivity correction factor,,0,O,NM,NM,12/30/01,7.13.1.3
372,5,channel calibration sensitivity correction factor,,0,O,NM,NM,7/8/00,7.13.1.3
372,6,Other Designation,sonst. Adresse,0,O,ST,ST,9/1/03,
372,7,State or Province,Bundesland,0,O,ST,ST,10/28/07,
372,9,Zip or Postal Code,Postleitzahl,0,O,ST,ST,3/18/14,
372,61,Other Designation,sonst. Adresse,0,O,ST,ST,5/10/07,
372,81,Sequencing,,397,O,ID,ID,3/29/13,
372,91,Zip or Postal Code,Postleitzahl,0,O,ST,ST,11/2/14,
373,5,maximum data value,,0,O,NM,NM,7/8/00,
373,6,City,Ort,0,O,ST,ST,9/1/03,
373,7,Zip or Postal Code,Postleitzahl,0,O,ST,ST,10/28/07,
373,9,Country,Staat,399,O,ID,ID,3/18/14,
373,61,City,Ort,0,O,ST,ST,5/10/07,
373,81,String Data,,0,O,ST,ST,10/15/14,
373,91,Country,Staat,399,O,ID,ID,11/2/14,
374,5,minimum/maximum data values,,0,O,NR,NR,7/8/00,7.13.1.3
374,6,State or Province,Bundesland,0,O,ST,ST,9/1/03,
374,7,Country,Staat,399,O,ID,ID,10/26/07,
374,9,Address Type,Typ der Adresse,190,O,ID,ID,3/18/14,
374,61,State or Province,Bundesland,0,O,ST,ST,5/10/07,
374,81,Time,Uhrzeit,0,O,TM,TM,10/15/14,
374,91,Address Type,Typ der Adresse,190,O,ID,ID,11/2/14,
375,4,channel sensitivity,,0,O,NM,NM,12/30/01,7.13.1.3
375,5,channel sensitivity,,0,O,NM,NM,7/8/00,7.13.1.3
375,6,Zip or Postal Code,Postleitzahl,0,O,ST,ST,9/1/03,
375,7,Address Type,Typ der Adresse,190,O,ID,ID,10/26/07,
375,9,Other Geographic Designation,sonst. geogr. Bezeichnung,0,O,ST,ST,3/18/14,
375,61,Zip or Postal Code,Postleitzahl,0,O,ST,ST,5/10/07,
375,81,Text Data,Text,0,O,TX,TX,10/15/14,
375,91,Other Geographic Designation,sonst. geogr. Bezeichnung,0,O,ST,ST,11/2/14,
376,5,channel calibration parameters,,0,O,CCP,CCP,7/8/00,7.13.1.3
376,6,Country,Staat,399,O,ID,ID,9/1/03,
376,7,Other Geographic Designation,sonst. geogr. Bezeichnung,0,O,ST,ST,10/28/07,
376,9,County/Parish Code,Gemeindekennziffer,289,O,CWE,CWE,3/18/14,
376,61,Country,Staat,399,O,ID,ID,5/10/07,
376,81,Value Code,nicht verwendet,153,O,CWE,CWE,3/29/13,
376,91,County/Parish Code,Gemeindekennziffer,289,O,CWE,CWE,11/2/14,
377,5,channel sampling frequency,,0,O,NM,NM,7/8/00,7.13.1.3
377,6,Address Type,Typ der Adresse,190,O,ID,ID,9/1/03,
377,7,County/Parish Code,Gemeindekennziffer,289,O,IS,IS,10/26/07,
377,9,Census Tract,nicht verwendet,288,O,CWE,CWE,3/18/14,
377,61,Address Type,Typ der Adresse,190,O,ID,ID,5/10/07,
377,81,Value Amount,nicht verwendet,0,O,MO,MO,3/29/13,
377,91,Census Tract,nicht verwendet,288,O,CWE,CWE,11/2/14,
378,4,channel calibration baseline,,0,O,NM,NM,12/30/01,7.13.1.3
378,5,channel calibration baseline,,0,O,NM,NM,7/8/00,7.13.1.3
378,6,Other Geographic Designation,sonst. geogr. Bezeichnung,0,O,ST,ST,9/1/03,
378,7,Census Tract,nicht verwendet,288,O,IS,IS,10/26/07,
378,9,Address Representation Code,Darstellung Adresse,465,O,ID,ID,3/18/14,
378,61,Other Geographic Designation,sonst. geogr. Bezeichnung,0,O,ST,ST,5/10/07,
378,81,Non-Monetary Value Amount / Quantity,,0,O,NM,NM,3/29/13,
378,91,Address Representation Code,Darstellung Adresse,465,O,ID,ID,11/2/14,
379,4,channel calibration time skew,,0,O,NM,NM,12/30/01,7.13.1.3
379,5,channel calibration time skew,,0,O,NM,NM,7/8/00,7.13.1.3
379,6,County/Parish Code,Gemeindekennziffer,289,O,IS,IS,9/1/03,
379,7,Address Representation Code,Darstellung Adresse,465,O,ID,ID,10/26/07,
379,9,Address Validity Range,nicht mehr verwenden,0,O,-,-,3/18/14,
379,61,County/Parish Code,Gemeindekennziffer,289,O,IS,IS,5/10/07,
379,81,Non-Monetary Value Amount / Units,,0,O,CWE,CWE,3/29/13,
379,91,Address Validity Range,nicht mehr verwenden,0,O,-,-,11/2/14,
380,4,unit of measure identifier,,0,O,ST,ST,12/30/01,7.13.1.3
380,5,unit of measure identifier,,0,O,ST,ST,7/8/00,7.13.1.3
380,6,Census Tract,nicht verwendet,288,O,IS,IS,9/1/03,
380,7,Address Validity Range,nicht mehr verwenden,0,O,DR,DR,10/28/07,
380,9,Effective Date,Gültigkeitsbeginn,0,O,DTM,DTM,3/18/14,
380,61,Census Tract,nicht verwendet,288,O,IS,IS,5/10/07,
380,81,Start Day Range,erster Tag,267,O,ID,ID,3/29/13,
380,91,Effective Date,Gültigkeitsbeginn,0,O,DTM,DTM,11/2/14,
381,4,unit of measure description,,0,O,ST,ST,12/30/01,7.13.1.3
381,5,unit of measure description,,0,O,ST,ST,7/8/00,7.13.1.3
381,6,Address Representation Code,Darstellung Adresse,465,O,ID,ID,9/1/03,
381,7,Effective Date,Gültigkeitsbeginn,0,O,DTM,DTM,10/28/07,
381,9,Expiration Date,Gültigkeitsende,0,O,DTM,DTM,3/18/14,
381,61,Address Representation Code,Darstellung Adresse,465,O,ID,ID,5/10/07,
381,81,End Day Range,letzter Tag,267,O,ID,ID,3/29/13,
381,91,Expiration Date,Gültigkeitsende,0,O,DTM,DTM,11/2/14,
382,4,unit of measure coding system,,0,O,IS,IS,12/30/01,7.13.1.3
382,5,unit of measure coding system,,0,O,IS,IS,7/8/00,7.13.1.3
382,6,Address Validity Range,nicht mehr verwenden,0,O,DR,DR,9/1/03,
